Time, Oxygen, Tau - Phase Method, Sensor Temperature, Air Pressure
2024-03-05 10:47:01.3, 3.923035, 3.558401, 200, 99.01538
2024-03-05 10:47:01.8, 3.860077, 3.560426, 200, 99.01587
2024-03-05 10:47:02.4, 3.814384, 3.561897, 200, 99.01709
2024-03-05 10:47:03.0, 3.819504, 3.561733, 200, 99.0166
2024-03-05 10:47:03.6, 3.864494, 3.560284, 200, 99.01611
2024-03-05 10:47:04.2, 3.675308, 3.566382, 200, 99.01587
2024-03-05 10:47:04.8, 3.73246, 3.564538, 200, 99.01514
2024-03-05 10:47:05.3, 3.815872, 3.561849, 200, 99.01538
2024-03-05 10:47:05.8, 3.893204, 3.55936, 200, 99.01489
2024-03-05 10:47:06.4, 3.848183, 3.560809, 200, 99.01465
2024-03-05 10:47:06.9, 3.959076, 3.557243, 200, 99.0144
2024-03-05 10:47:07.5, 3.975937, 3.556701, 200, 99.01367
2024-03-05 10:47:08.0, 3.858261, 3.560485, 200, 99.01416
2024-03-05 10:47:08.6, 3.829987, 3.561394, 200, 99.01489
2024-03-05 10:47:09.1, 3.858109, 3.560489, 200, 99.01514
2024-03-05 10:47:09.7, 3.865952, 3.560237, 200, 99.01636
2024-03-05 10:47:10.3, 3.81498, 3.561878, 200, 99.0166
2024-03-05 10:47:10.9, 3.864891, 3.560271, 200, 99.01685
2024-03-05 10:47:11.4, 3.950829, 3.557508, 200, 99.01733
2024-03-05 10:47:12.0, 3.935829, 3.55799, 200, 99.01758
2024-03-05 10:47:12.6, 3.90831, 3.558875, 200, 99.01758
2024-03-05 10:47:13.1, 3.730713, 3.564594, 200, 99.01807
2024-03-05 10:47:13.7, 3.807343, 3.562124, 200, 99.01831
2024-03-05 10:47:14.3, 3.703003, 3.565488, 200, 99.01929
2024-03-05 10:47:14.8, 3.790451, 3.562668, 200, 99.01978
2024-03-05 10:47:15.4, 3.881989, 3.559721, 200, 99.0188
2024-03-05 10:47:16.0, 3.795509, 3.562505, 200, 99.01904
2024-03-05 10:47:16.6, 3.729568, 3.564631, 200, 99.01929
2024-03-05 10:47:17.2, 3.735847, 3.564429, 200, 99.02002
2024-03-05 10:47:17.8, 3.76619, 3.56345, 200, 99.02002
2024-03-05 10:47:18.4, 3.858109, 3.560489, 200, 99.02148
2024-03-05 10:47:19.0, 3.811836, 3.561979, 200, 99.02197
2024-03-05 10:47:19.5, 3.687248, 3.565997, 200, 99.02222
2024-03-05 10:47:20.0, 3.897087, 3.559236, 200, 99.02246
2024-03-05 10:47:20.5, 3.874695, 3.559956, 200, 99.02222
2024-03-05 10:47:21.1, 3.713722, 3.565142, 200, 99.02124
2024-03-05 10:47:21.6, 3.731529, 3.564568, 200, 99.021
2024-03-05 10:47:22.1, 3.80056, 3.562342, 200, 99.02075
2024-03-05 10:47:22.7, 3.852203, 3.56068, 200, 99.021
2024-03-05 10:47:23.2, 3.845688, 3.560889, 200, 99.02148
2024-03-05 10:47:23.8, 3.67762, 3.566307, 200, 99.02222
2024-03-05 10:47:24.4, 3.703346, 3.565477, 200, 99.02271
2024-03-05 10:47:24.9, 3.912018, 3.558756, 200, 99.02393
2024-03-05 10:47:25.5, 3.865593, 3.560249, 200, 99.02515
2024-03-05 10:47:26.0, 3.807167, 3.562129, 200, 99.02563
2024-03-05 10:47:26.6, 3.847504, 3.560831, 200, 99.02515
2024-03-05 10:47:27.2, 3.815491, 3.561861, 200, 99.02539
2024-03-05 10:47:27.7, 3.752014, 3.563907, 200, 99.02612
2024-03-05 10:47:28.4, 3.815239, 3.56187, 200, 99.02539
2024-03-05 10:47:28.9, 3.819855, 3.561721, 200, 99.02515
2024-03-05 10:47:29.5, 3.740387, 3.564282, 200, 99.02417
2024-03-05 10:47:30.0, 4.025864, 3.555099, 200, 99.02344
2024-03-05 10:47:30.7, 7.990318, 3.432295, 200, 99.02441
2024-03-05 10:47:31.2, 15.91434, 3.210622, 200, 99.02563
2024-03-05 10:47:31.7, 18.91329, 3.134018, 200, 99.02588
2024-03-05 10:47:32.4, 20.0118, 3.106865, 200, 99.02734
2024-03-05 10:47:32.9, 20.25229, 3.100983, 200, 99.02686
2024-03-05 10:47:33.5, 20.44537, 3.096277, 200, 99.02686
2024-03-05 10:47:34.0, 20.74789, 3.088932, 200, 99.02539
2024-03-05 10:47:34.6, 20.68926, 3.090353, 200, 99.02393
2024-03-05 10:47:35.2, 20.60773, 3.09233, 200, 99.02466
2024-03-05 10:47:35.8, 20.7209, 3.089586, 200, 99.02466
2024-03-05 10:47:36.4, 20.68195, 3.09053, 200, 99.02563
2024-03-05 10:47:36.9, 20.68373, 3.090487, 200, 99.02588
2024-03-05 10:47:37.5, 20.64958, 3.091315, 200, 99.02441
2024-03-05 10:47:38.1, 20.62614, 3.091884, 200, 99.02441
2024-03-05 10:47:38.7, 20.82682, 3.087021, 200, 99.02515
2024-03-05 10:47:39.3, 20.683, 3.090504, 200, 99.02539
2024-03-05 10:47:39.9, 20.6785, 3.090613, 200, 99.02563
2024-03-05 10:47:40.5, 20.79582, 3.087771, 200, 99.02563
2024-03-05 10:47:41.1, 20.70618, 3.089942, 200, 99.02612
2024-03-05 10:47:41.6, 20.70618, 3.089943, 200, 99.02539
2024-03-05 10:47:42.2, 20.60571, 3.09238, 200, 99.02393
2024-03-05 10:47:42.8, 20.81935, 3.087202, 200, 99.02368
2024-03-05 10:47:43.4, 20.83391, 3.08685, 200, 99.02466
2024-03-05 10:47:43.9, 20.84297, 3.086631, 200, 99.02466
2024-03-05 10:47:44.5, 20.74945, 3.088894, 200, 99.02466
2024-03-05 10:47:45.0, 20.79372, 3.087822, 200, 99.02466
2024-03-05 10:47:45.6, 20.79608, 3.087765, 200, 99.02393
2024-03-05 10:47:46.2, 20.80492, 3.087551, 200, 99.02319
2024-03-05 10:47:46.8, 20.73088, 3.089344, 200, 99.02271
2024-03-05 10:47:47.4, 20.75051, 3.088868, 200, 99.02344
2024-03-05 10:47:47.9, 20.87409, 3.085878, 200, 99.02246
2024-03-05 10:47:48.5, 20.9514, 3.08401, 200, 99.02246
2024-03-05 10:47:49.0, 20.89947, 3.085265, 200, 99.02197
2024-03-05 10:47:49.6, 21.02969, 3.082121, 200, 99.02148
2024-03-05 10:47:50.2, 21.0626, 3.081328, 200, 99.021
2024-03-05 10:47:50.8, 20.86893, 3.086003, 200, 99.01953
2024-03-05 10:47:51.4, 20.8726, 3.085914, 200, 99.01855
2024-03-05 10:47:52.0, 20.79662, 3.087752, 200, 99.01831
2024-03-05 10:47:52.6, 20.69603, 3.090189, 200, 99.01855
2024-03-05 10:47:53.2, 20.74132, 3.089091, 200, 99.01782
2024-03-05 10:47:53.8, 20.74183, 3.089079, 200, 99.01782
2024-03-05 10:47:54.3, 20.80696, 3.087502, 200, 99.01636
2024-03-05 10:47:54.9, 20.84208, 3.086652, 200, 99.0166
2024-03-05 10:47:55.5, 20.84272, 3.086637, 200, 99.0166
2024-03-05 10:47:56.0, 20.87582, 3.085836, 200, 99.01538
2024-03-05 10:47:56.5, 20.73798, 3.089172, 200, 99.01563
2024-03-05 10:47:57.1, 20.78957, 3.087923, 200, 99.0166
2024-03-05 10:47:57.7, 20.75735, 3.088703, 200, 99.01733
2024-03-05 10:47:58.2, 20.7644, 3.088532, 200, 99.01807
2024-03-05 10:47:58.7, 20.89446, 3.085386, 200, 99.01733
2024-03-05 10:47:59.2, 20.77959, 3.088164, 200, 99.01782
2024-03-05 10:47:59.8, 20.81515, 3.087304, 200, 99.01855
2024-03-05 10:48:00.3, 20.93105, 3.084502, 200, 99.01953
2024-03-05 10:48:00.9, 20.86984, 3.085981, 200, 99.01953
2024-03-05 10:48:01.4, 20.81522, 3.087302, 200, 99.01978
2024-03-05 10:48:01.9, 20.73602, 3.089219, 200, 99.01929
2024-03-05 10:48:02.5, 20.73615, 3.089216, 200, 99.01929
2024-03-05 10:48:03.1, 20.86481, 3.086102, 200, 99.02026
2024-03-05 10:48:03.7, 20.90549, 3.085119, 200, 99.02148
2024-03-05 10:48:04.2, 20.84959, 3.08647, 200, 99.021
2024-03-05 10:48:04.8, 20.71983, 3.089612, 200, 99.021
2024-03-05 10:48:05.4, 20.78496, 3.088034, 200, 99.021
2024-03-05 10:48:05.9, 20.89315, 3.085418, 200, 99.02173
2024-03-05 10:48:06.5, 20.13261, 3.103908, 200, 99.02222
2024-03-05 10:48:07.1, 13.29043, 3.280785, 200, 99.02124
2024-03-05 10:48:07.7, 7.982559, 3.432527, 200, 99.021
2024-03-05 10:48:08.2, 6.781708, 3.468825, 200, 99.021
2024-03-05 10:48:08.8, 6.382652, 3.481057, 200, 99.02124
2024-03-05 10:48:09.4, 6.242928, 3.485361, 200, 99.021
2024-03-05 10:48:09.9, 6.218742, 3.486107, 200, 99.021
2024-03-05 10:48:10.5, 6.218857, 3.486103, 200, 99.02148
2024-03-05 10:48:11.1, 6.125885, 3.488974, 200, 99.02246
2024-03-05 10:48:11.6, 5.999588, 3.492881, 200, 99.02271
2024-03-05 10:48:12.2, 5.971268, 3.493758, 200, 99.02246
2024-03-05 10:48:12.7, 6.02137, 3.492207, 200, 99.02271
2024-03-05 10:48:13.3, 5.950493, 3.494402, 200, 99.02246
2024-03-05 10:48:13.8, 5.800507, 3.499058, 200, 99.02246
2024-03-05 10:48:14.4, 5.75174, 3.500574, 200, 99.02222
2024-03-05 10:48:14.9, 5.874069, 3.496773, 200, 99.02295
2024-03-05 10:48:15.5, 5.872437, 3.496824, 200, 99.02393
2024-03-05 10:48:16.1, 5.907051, 3.495749, 200, 99.02344
2024-03-05 10:48:16.7, 5.953293, 3.494315, 200, 99.02344
2024-03-05 10:48:17.3, 5.899796, 3.495975, 200, 99.02393
2024-03-05 10:48:17.8, 5.931549, 3.494989, 200, 99.02393
2024-03-05 10:48:18.4, 5.617897, 3.504743, 200, 99.02393
2024-03-05 10:48:19.0, 5.630043, 3.504364, 200, 99.02246
2024-03-05 10:48:19.6, 5.789558, 3.499398, 200, 99.02368
2024-03-05 10:48:20.2, 5.877213, 3.496675, 200, 99.02319
2024-03-05 10:48:20.8, 5.747749, 3.500698, 200, 99.02344
2024-03-05 10:48:21.4, 5.696655, 3.502289, 200, 99.02222
2024-03-05 10:48:22.0, 5.773468, 3.499898, 200, 99.02344
2024-03-05 10:48:22.5, 5.864563, 3.497068, 200, 99.02417
2024-03-05 10:48:23.1, 5.826973, 3.498235, 200, 99.02368
2024-03-05 10:48:23.7, 5.876968, 3.496683, 200, 99.02319
2024-03-05 10:48:24.2, 5.851425, 3.497476, 200, 99.02515
2024-03-05 10:48:24.8, 5.78756, 3.49946, 200, 99.02563
2024-03-05 10:48:25.4, 5.86422, 3.497079, 200, 99.02563
2024-03-05 10:48:26.0, 5.929199, 3.495063, 200, 99.02612
2024-03-05 10:48:26.5, 5.80085, 3.499047, 200, 99.02686
2024-03-05 10:48:27.0, 5.870544, 3.496882, 200, 99.02637
2024-03-05 10:48:27.6, 5.879807, 3.496595, 200, 99.02539
2024-03-05 10:48:28.1, 5.874603, 3.496757, 200, 99.02612
2024-03-05 10:48:28.6, 5.863441, 3.497103, 200, 99.0271
2024-03-05 10:48:29.2, 5.782471, 3.499619, 200, 99.02783
2024-03-05 10:48:29.7, 5.792885, 3.499295, 200, 99.02832
2024-03-05 10:48:30.3, 5.777039, 3.499788, 200, 99.02808
2024-03-05 10:48:30.8, 5.953888, 3.494297, 200, 99.02832
2024-03-05 10:48:31.4, 5.953545, 3.494308, 200, 99.0293
2024-03-05 10:48:32.0, 5.768089, 3.500066, 200, 99.02808
2024-03-05 10:48:32.6, 5.923508, 3.495239, 200, 99.02759
2024-03-05 10:48:33.1, 5.918541, 3.495393, 200, 99.0271
2024-03-05 10:48:33.6, 5.787704, 3.499456, 200, 99.02832
2024-03-05 10:48:34.2, 5.956551, 3.494215, 200, 99.02637
2024-03-05 10:48:34.8, 6.066254, 3.490818, 200, 99.02588
2024-03-05 10:48:35.3, 5.932709, 3.494954, 200, 99.0271
2024-03-05 10:48:35.8, 5.85305, 3.497426, 200, 99.02686
2024-03-05 10:48:36.4, 5.745239, 3.500777, 200, 99.0271
2024-03-05 10:48:37.0, 5.806747, 3.498864, 200, 99.02734
2024-03-05 10:48:37.6, 5.967476, 3.493876, 200, 99.02759
2024-03-05 10:48:38.2, 5.880684, 3.496567, 200, 99.02734
2024-03-05 10:48:38.7, 5.774414, 3.499869, 200, 99.02734
2024-03-05 10:48:39.3, 5.718277, 3.501616, 200, 99.02661
2024-03-05 10:48:39.9, 5.711647, 3.501822, 200, 99.02637
2024-03-05 10:48:40.5, 5.762955, 3.500225, 200, 99.02612
2024-03-05 10:48:41.1, 6.004791, 3.49272, 200, 99.02539
2024-03-05 10:48:41.7, 5.944908, 3.494576, 200, 99.02563
2024-03-05 10:48:42.4, 5.807533, 3.498839, 200, 99.02612
2024-03-05 10:48:42.9, 5.775444, 3.499837, 200, 99.02588
2024-03-05 10:48:43.5, 5.800529, 3.499057, 200, 99.02563
2024-03-05 10:48:44.1, 5.919472, 3.495364, 200, 99.02563
2024-03-05 10:48:44.6, 5.964661, 3.493963, 200, 99.02588
2024-03-05 10:48:45.2, 5.791328, 3.499343, 200, 99.02344
2024-03-05 10:48:45.7, 5.822273, 3.498382, 200, 99.02295
2024-03-05 10:48:46.3, 5.804253, 3.498941, 200, 99.02197
2024-03-05 10:48:46.9, 5.799339, 3.499094, 200, 99.02197
2024-03-05 10:48:47.5, 5.801247, 3.499035, 200, 99.02148
2024-03-05 10:48:48.1, 5.94767, 3.49449, 200, 99.02173
2024-03-05 10:48:48.6, 5.92276, 3.495262, 200, 99.02026
2024-03-05 10:48:49.2, 5.809891, 3.498766, 200, 99.01831
2024-03-05 10:48:49.8, 5.751053, 3.500596, 200, 99.01733
2024-03-05 10:48:50.4, 5.855164, 3.49736, 200, 99.01733
2024-03-05 10:48:51.0, 5.87674, 3.49669, 200, 99.01733
2024-03-05 10:48:51.5, 5.838211, 3.497886, 200, 99.0166
2024-03-05 10:48:52.0, 5.897835, 3.496036, 200, 99.0166
2024-03-05 10:48:52.6, 5.778778, 3.499733, 200, 99.0166
2024-03-05 10:48:53.1, 5.848816, 3.497557, 200, 99.01587
2024-03-05 10:48:53.7, 5.929108, 3.495065, 200, 99.0166
2024-03-05 10:48:54.3, 5.906754, 3.495759, 200, 99.01587
2024-03-05 10:48:54.9, 5.880074, 3.496587, 200, 99.01538
2024-03-05 10:48:55.4, 5.786072, 3.499506, 200, 99.01611
2024-03-05 10:48:55.9, 5.829475, 3.498158, 200, 99.01636
2024-03-05 10:48:56.5, 5.799301, 3.499095, 200, 99.01611
2024-03-05 10:48:57.0, 5.83461, 3.497998, 200, 99.01587
2024-03-05 10:48:57.5, 5.758629, 3.50036, 200, 99.01587
2024-03-05 10:48:58.0, 5.800453, 3.499059, 200, 99.01563
2024-03-05 10:48:58.6, 5.752281, 3.500557, 200, 99.01636
2024-03-05 10:48:59.1, 5.893272, 3.496177, 200, 99.01758
2024-03-05 10:48:59.7, 5.748856, 3.500664, 200, 99.01904
2024-03-05 10:49:00.3, 5.734619, 3.501107, 200, 99.01831
2024-03-05 10:49:00.9, 5.589348, 3.505633, 200, 99.0188
2024-03-05 10:49:01.4, 5.66259, 3.50335, 200, 99.01904
2024-03-05 10:49:02.0, 5.828247, 3.498196, 200, 99.01953
2024-03-05 10:49:02.6, 5.768684, 3.500047, 200, 99.01978
2024-03-05 10:49:03.2, 5.664871, 3.503279, 200, 99.01953
2024-03-05 10:49:03.7, 5.719513, 3.501577, 200, 99.01855
2024-03-05 10:49:04.3, 5.871269, 3.49686, 200, 99.01978
2024-03-05 10:49:04.9, 5.883606, 3.496477, 200, 99.02075
2024-03-05 10:49:05.5, 5.753372, 3.500524, 200, 99.021
2024-03-05 10:49:06.0, 5.817459, 3.498531, 200, 99.021
2024-03-05 10:49:06.6, 5.845673, 3.497655, 200, 99.021
2024-03-05 10:49:07.2, 5.769981, 3.500007, 200, 99.02051
2024-03-05 10:49:07.7, 5.918533, 3.495393, 200, 99.02002
2024-03-05 10:49:08.3, 6.018951, 3.492281, 200, 99.01978
2024-03-05 10:49:08.9, 5.962189, 3.49404, 200, 99.02002
2024-03-05 10:49:09.5, 5.863098, 3.497113, 200, 99.0188
2024-03-05 10:49:10.0, 5.88308, 3.496493, 200, 99.01953
2024-03-05 10:49:10.5, 5.783951, 3.499573, 200, 99.01855
2024-03-05 10:49:11.1, 5.665619, 3.503255, 200, 99.01855
2024-03-05 10:49:11.6, 5.707245, 3.501959, 200, 99.01807
2024-03-05 10:49:12.2, 5.820023, 3.498451, 200, 99.01611
2024-03-05 10:49:12.8, 5.892639, 3.496197, 200, 99.01733
2024-03-05 10:49:13.4, 5.942551, 3.494648, 200, 99.01733
2024-03-05 10:49:13.9, 5.955994, 3.494232, 200, 99.01855
2024-03-05 10:49:14.5, 5.878067, 3.496649, 200, 99.01807
2024-03-05 10:49:15.0, 5.854401, 3.497383, 200, 99.01807
2024-03-05 10:49:15.6, 5.832314, 3.49807, 200, 99.01782
2024-03-05 10:49:16.2, 5.810295, 3.498754, 200, 99.01709
2024-03-05 10:49:16.7, 5.843979, 3.497707, 200, 99.01758
2024-03-05 10:49:17.2, 5.924629, 3.495204, 200, 99.0188
2024-03-05 10:49:17.8, 5.888008, 3.49634, 200, 99.01855
2024-03-05 10:49:18.4, 5.871353, 3.496857, 200, 99.01782
2024-03-05 10:49:18.9, 5.857346, 3.497292, 200, 99.01782
2024-03-05 10:49:19.5, 5.900261, 3.49596, 200, 99.01855
2024-03-05 10:49:20.0, 5.869637, 3.49691, 200, 99.01782
2024-03-05 10:49:20.6, 5.729492, 3.501266, 200, 99.01904
2024-03-05 10:49:21.1, 5.688927, 3.502529, 200, 99.01953
2024-03-05 10:49:21.7, 5.806564, 3.49887, 200, 99.02002
2024-03-05 10:49:22.3, 5.933273, 3.494936, 200, 99.02075
2024-03-05 10:49:22.8, 5.837563, 3.497906, 200, 99.01978
2024-03-05 10:49:23.3, 5.904175, 3.495839, 200, 99.01929
2024-03-05 10:49:23.8, 5.951584, 3.494368, 200, 99.01953
2024-03-05 10:49:24.3, 5.822136, 3.498386, 200, 99.0188
2024-03-05 10:49:24.9, 5.703194, 3.502085, 200, 99.0188
2024-03-05 10:49:25.5, 5.792969, 3.499292, 200, 99.01831
2024-03-05 10:49:26.1, 5.900467, 3.495954, 200, 99.01807
2024-03-05 10:49:26.6, 5.706451, 3.501983, 200, 99.01758
2024-03-05 10:49:27.2, 5.69371, 3.50238, 200, 99.0166
2024-03-05 10:49:27.7, 5.817017, 3.498545, 200, 99.01636
2024-03-05 10:49:28.2, 5.862549, 3.49713, 200, 99.01636
2024-03-05 10:49:28.8, 5.823433, 3.498346, 200, 99.01709
2024-03-05 10:49:29.3, 5.783592, 3.499584, 200, 99.0166
2024-03-05 10:49:29.8, 5.661011, 3.503399, 200, 99.01782
2024-03-05 10:49:30.4, 5.730881, 3.501223, 200, 99.01611
2024-03-05 10:49:31.0, 5.697685, 3.502257, 200, 99.01611
2024-03-05 10:49:31.6, 5.667366, 3.503201, 200, 99.01709
2024-03-05 10:49:32.1, 5.859344, 3.49723, 200, 99.01538
2024-03-05 10:49:32.7, 5.797729, 3.499144, 200, 99.01465
2024-03-05 10:49:33.2, 5.686852, 3.502594, 200, 99.01563
2024-03-05 10:49:33.8, 5.72448, 3.501422, 200, 99.01538
2024-03-05 10:49:34.4, 5.719688, 3.501571, 200, 99.01611
2024-03-05 10:49:35.0, 5.66745, 3.503198, 200, 99.0166
2024-03-05 10:49:35.5, 5.740036, 3.500938, 200, 99.01685
2024-03-05 10:49:36.2, 5.787422, 3.499465, 200, 99.01831
2024-03-05 10:49:36.7, 5.885246, 3.496426, 200, 99.01929
2024-03-05 10:49:37.3, 5.893402, 3.496173, 200, 99.02026
2024-03-05 10:49:37.8, 5.817688, 3.498524, 200, 99.02124
2024-03-05 10:49:38.5, 5.78698, 3.499478, 200, 99.02197
2024-03-05 10:49:39.0, 5.795059, 3.499227, 200, 99.02246
2024-03-05 10:49:39.6, 5.794563, 3.499243, 200, 99.02319
2024-03-05 10:49:40.3, 5.870758, 3.496876, 200, 99.02417
2024-03-05 10:49:40.8, 5.87912, 3.496616, 200, 99.02466
2024-03-05 10:49:41.4, 5.824409, 3.498315, 200, 99.02344
2024-03-05 10:49:41.9, 5.790352, 3.499374, 200, 99.02515
2024-03-05 10:49:42.5, 5.791512, 3.499338, 200, 99.02637
2024-03-05 10:49:43.0, 5.840057, 3.497829, 200, 99.02686
2024-03-05 10:49:43.6, 5.850037, 3.497519, 200, 99.02563
2024-03-05 10:49:44.1, 5.886391, 3.496391, 200, 99.02515
2024-03-05 10:49:44.7, 5.899605, 3.495981, 200, 99.02612
2024-03-05 10:49:45.3, 5.840286, 3.497822, 200, 99.02637
2024-03-05 10:49:45.8, 5.959572, 3.494121, 200, 99.02515
2024-03-05 10:49:46.4, 5.806335, 3.498877, 200, 99.02441
2024-03-05 10:49:47.0, 5.732765, 3.501165, 200, 99.02393
2024-03-05 10:49:47.5, 5.819267, 3.498475, 200, 99.02344
2024-03-05 10:49:48.1, 5.807404, 3.498843, 200, 99.02344
2024-03-05 10:49:48.6, 5.695099, 3.502337, 200, 99.02197
2024-03-05 10:49:49.1, 5.836456, 3.497941, 200, 99.02173
2024-03-05 10:49:49.7, 5.92347, 3.49524, 200, 99.02075
2024-03-05 10:49:50.3, 5.972809, 3.493711, 200, 99.01978
2024-03-05 10:49:50.8, 5.936081, 3.494849, 200, 99.01953
2024-03-05 10:49:51.4, 5.934402, 3.494901, 200, 99.02002
2024-03-05 10:49:52.0, 5.751984, 3.500567, 200, 99.01782
2024-03-05 10:49:52.6, 5.87925, 3.496612, 200, 99.01709
2024-03-05 10:49:53.1, 5.915871, 3.495476, 200, 99.01758
2024-03-05 10:49:53.7, 5.71563, 3.501698, 200, 99.01831
2024-03-05 10:49:54.3, 5.765678, 3.500141, 200, 99.0188
2024-03-05 10:49:54.8, 5.847618, 3.497594, 200, 99.0188
2024-03-05 10:49:55.4, 5.845451, 3.497662, 200, 99.01807
2024-03-05 10:49:56.0, 5.843033, 3.497737, 200, 99.01904
2024-03-05 10:49:56.6, 5.7836, 3.499583, 200, 99.01978
2024-03-05 10:49:57.1, 5.716461, 3.501672, 200, 99.0188
2024-03-05 10:49:57.7, 5.737701, 3.501011, 200, 99.01807
2024-03-05 10:49:58.3, 5.862686, 3.497126, 200, 99.01733
2024-03-05 10:49:58.9, 5.881798, 3.496533, 200, 99.01758
2024-03-05 10:49:59.4, 5.781784, 3.49964, 200, 99.01709
2024-03-05 10:50:00.0, 5.886795, 3.496378, 200, 99.0166
2024-03-05 10:50:00.6, 5.880417, 3.496576, 200, 99.01782
2024-03-05 10:50:01.2, 5.912315, 3.495586, 200, 99.01782
2024-03-05 10:50:01.7, 5.971176, 3.493761, 200, 99.01807
2024-03-05 10:50:02.3, 5.85807, 3.49727, 200, 99.01855
2024-03-05 10:50:02.8, 5.872055, 3.496835, 200, 99.01782
2024-03-05 10:50:03.4, 5.868721, 3.496939, 200, 99.0166
2024-03-05 10:50:04.0, 5.801262, 3.499034, 200, 99.01514
2024-03-05 10:50:04.6, 5.773216, 3.499906, 200, 99.01514
2024-03-05 10:50:05.2, 5.805763, 3.498894, 200, 99.01538
2024-03-05 10:50:05.7, 5.938683, 3.494769, 200, 99.01611
2024-03-05 10:50:06.2, 5.908463, 3.495706, 200, 99.01611
2024-03-05 10:50:06.8, 5.89473, 3.496132, 200, 99.01587
2024-03-05 10:50:07.4, 5.832611, 3.49806, 200, 99.01611
2024-03-05 10:50:08.0, 5.840576, 3.497813, 200, 99.01611
2024-03-05 10:50:08.6, 5.668381, 3.503169, 200, 99.01709
2024-03-05 10:50:09.2, 5.706673, 3.501977, 200, 99.01587
2024-03-05 10:50:09.8, 5.814728, 3.498616, 200, 99.01685
2024-03-05 10:50:10.4, 5.650139, 3.503738, 200, 99.01611
2024-03-05 10:50:11.0, 5.707634, 3.501947, 200, 99.01611
2024-03-05 10:50:11.6, 5.871399, 3.496856, 200, 99.01636
2024-03-05 10:50:12.2, 5.924019, 3.495223, 200, 99.01611
2024-03-05 10:50:12.7, 6.028511, 3.491986, 200, 99.0166
2024-03-05 10:50:13.3, 5.932915, 3.494947, 200, 99.01685
2024-03-05 10:50:13.9, 5.692123, 3.50243, 200, 99.01636
2024-03-05 10:50:14.4, 5.737, 3.501033, 200, 99.01611
2024-03-05 10:50:15.0, 5.859421, 3.497228, 200, 99.01587
2024-03-05 10:50:15.5, 5.910385, 3.495646, 200, 99.01465
2024-03-05 10:50:16.1, 5.872337, 3.496827, 200, 99.01465
2024-03-05 10:50:16.7, 5.873764, 3.496782, 200, 99.01392
2024-03-05 10:50:17.3, 5.83696, 3.497925, 200, 99.0127
2024-03-05 10:50:17.9, 5.85228, 3.497449, 200, 99.01245
2024-03-05 10:50:18.5, 5.882416, 3.496514, 200, 99.0127
2024-03-05 10:50:19.1, 5.808479, 3.49881, 200, 99.01294
2024-03-05 10:50:19.7, 5.901245, 3.495929, 200, 99.01147
2024-03-05 10:50:20.3, 5.913986, 3.495534, 200, 99.01099
2024-03-05 10:50:20.9, 5.751732, 3.500575, 200, 99.01123
2024-03-05 10:50:21.5, 5.635933, 3.50418, 200, 99.01099
2024-03-05 10:50:22.1, 5.755348, 3.500462, 200, 99.00977
2024-03-05 10:50:22.7, 5.732864, 3.501161, 200, 99.01001
2024-03-05 10:50:23.3, 5.755585, 3.500455, 200, 99.00928
2024-03-05 10:50:23.8, 5.803261, 3.498972, 200, 99.00903
2024-03-05 10:50:24.3, 5.8927, 3.496195, 200, 99.00928
2024-03-05 10:50:24.9, 5.783691, 3.49958, 200, 99.01001
2024-03-05 10:50:25.5, 5.774506, 3.499866, 200, 99.00977
2024-03-05 10:50:26.1, 5.926407, 3.495149, 200, 99.00977
2024-03-05 10:50:26.7, 6.055862, 3.491139, 200, 99.0105
2024-03-05 10:50:27.3, 11.09671, 3.341843, 200, 99.01172
2024-03-05 10:50:27.9, 17.81683, 3.161598, 200, 99.01123
2024-03-05 10:50:28.4, 19.6915, 3.114733, 200, 99.0105
2024-03-05 10:50:29.1, 20.2271, 3.101598, 200, 99.01099
2024-03-05 10:50:29.6, 20.49093, 3.095169, 200, 99.01196
2024-03-05 10:50:30.2, 20.51609, 3.094557, 200, 99.01245
2024-03-05 10:50:30.7, 20.53692, 3.09405, 200, 99.01245
2024-03-05 10:50:31.3, 20.63636, 3.091636, 200, 99.01172
2024-03-05 10:50:31.9, 20.59338, 3.092679, 200, 99.01245
2024-03-05 10:50:32.5, 20.67847, 3.090614, 200, 99.01245
2024-03-05 10:50:33.0, 20.66849, 3.090857, 200, 99.01221
2024-03-05 10:50:33.6, 20.67518, 3.090694, 200, 99.0127
2024-03-05 10:50:34.1, 20.68581, 3.090436, 200, 99.01294
2024-03-05 10:50:34.7, 20.73235, 3.089309, 200, 99.0127
2024-03-05 10:50:35.3, 20.74175, 3.089081, 200, 99.01245
2024-03-05 10:50:35.9, 20.78633, 3.088001, 200, 99.01221
2024-03-05 10:50:36.5, 20.88626, 3.085584, 200, 99.01172
2024-03-05 10:50:37.0, 20.83543, 3.086813, 200, 99.01099
2024-03-05 10:50:37.6, 20.7217, 3.089566, 200, 99.01172
2024-03-05 10:50:38.1, 20.72623, 3.089457, 200, 99.01147
2024-03-05 10:50:38.7, 20.80915, 3.087449, 200, 99.0127
2024-03-05 10:50:39.2, 20.87068, 3.08596, 200, 99.01221
2024-03-05 10:50:39.7, 20.74825, 3.088923, 200, 99.01294
2024-03-05 10:50:40.4, 20.59643, 3.092605, 200, 99.01294
2024-03-05 10:50:40.9, 20.93438, 3.084421, 200, 99.01318
